desired_identifier,cadidate_identifier,desired_given_exp,candidate_given_exp,Penality Given,Global Similarity Given,Final Similarity Given,desired_then_exp,candidate_then_exp,Penality Then,Global Similarity Then,Final Similarity Then,Scenario Similarity,desired_given_vars,candidate_given_vars,desired_then_vars,candidate_then_vars,intersection_given_vars,intersection_then_vars,given_plus,given_less,then_plus,then_less,#given_plus,#given_less,#then_plus,#then_less,tipo_de_erro,tipo_de_erro_num,tipo_de_erro_jittered
Desired_116,candidate,battery >= 10 AND a > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.5238095238095238,1.0,0.4761904761904761,height >= 30 AND source_distance == 0 AND a > 10,height >= 30 AND source_distance == 0,0.3103448275862068,1.0,0.6896551724137931,0.722,"battery, a","battery, satellite_count, wind_speed","height, source_distance, a","height, source_distance",battery,"source_distance, height",a,"satellite_count, wind_speed",a,,1,2,1,0,Combined,1,0.9277396400728308
Desired_117,candidate,battery >= 10 AND a > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.5238095238095238,1.0,0.4761904761904761,height >= 30 AND source_distance == 0 AND b > 10,height >= 30 AND source_distance == 0,0.3103448275862068,1.0,0.6896551724137931,0.722,"battery, a","battery, satellite_count, wind_speed","height, source_distance, b","height, source_distance",battery,"source_distance, height",a,"satellite_count, wind_speed",b,,1,2,1,0,Combined,1,0.9100310968614093
Desired_118,candidate,battery >= 10 AND a > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.5238095238095238,1.0,0.4761904761904761,height >= 30 AND a > 10 AND b > 10,height >= 30 AND source_distance == 0,0.6551724137931034,1.0,0.3448275862068966,0.607,"battery, a","battery, satellite_count, wind_speed","height, a, b","height, source_distance",battery,height,a,"satellite_count, wind_speed","a, b",source_distance,1,2,2,1,Combined,1,1.0085648520157178
Desired_119,candidate,battery >= 10 AND a > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.5238095238095238,1.0,0.4761904761904761,source_distance == 0 AND a > 10 AND b > 10,height >= 30 AND source_distance == 0,0.6551724137931034,1.0,0.3448275862068966,0.607,"battery, a","battery, satellite_count, wind_speed","source_distance, a, b","height, source_distance",battery,source_distance,a,"satellite_count, wind_speed","a, b",height,1,2,2,1,Combined,1,0.9878244484361229
Desired_120,candidate,battery >= 10 AND a > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.5238095238095238,1.0,0.4761904761904761,height >= 30 AND source_distance == 0 AND a > 10 AND b > 10,height >= 30 AND source_distance == 0,0.4736842105263158,1.0,0.5263157894736842,0.668,"battery, a","battery, satellite_count, wind_speed","height, source_distance, a, b","height, source_distance",battery,"source_distance, height",a,"satellite_count, wind_speed","a, b",,1,2,2,0,Combined,1,1.0065643329026033
Desired_121,candidate,battery >= 10 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.5238095238095238,1.0,0.4761904761904761,height >= 30,height >= 30 AND source_distance == 0,0.0909090909090909,1.0,0.9090909090909092,0.795,"battery, b","battery, satellite_count, wind_speed",height,"height, source_distance",battery,height,b,"satellite_count, wind_speed",,source_distance,1,2,0,1,Combined,1,0.9118121274758249
Desired_122,candidate,battery >= 10 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.5238095238095238,1.0,0.4761904761904761,source_distance == 0,height >= 30 AND source_distance == 0,0.0909090909090909,1.0,0.9090909090909092,0.795,"battery, b","battery, satellite_count, wind_speed",source_distance,"height, source_distance",battery,source_distance,b,"satellite_count, wind_speed",,height,1,2,0,1,Combined,1,1.0870446931770654
Desired_123,candidate,battery >= 10 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.5238095238095238,1.0,0.4761904761904761,a > 10,height >= 30 AND source_distance == 0,1.0,0.0,-1.0,0.159,"battery, b","battery, satellite_count, wind_speed",a,"height, source_distance",battery,,b,"satellite_count, wind_speed",a,"source_distance, height",1,2,1,2,Combined,1,0.922706702377903
Desired_124,candidate,battery >= 10 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.5238095238095238,1.0,0.4761904761904761,b > 10,height >= 30 AND source_distance == 0,1.0,0.0,-1.0,0.159,"battery, b","battery, satellite_count, wind_speed",b,"height, source_distance",battery,,b,"satellite_count, wind_speed",b,"source_distance, height",1,2,1,2,Combined,1,1.0458707942418317
Desired_125,candidate,battery >= 10 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.5238095238095238,1.0,0.4761904761904761,height >= 30 AND source_distance == 0,height >= 30 AND source_distance == 0,0.0,1.0,1.0,0.825,"battery, b","battery, satellite_count, wind_speed","height, source_distance","height, source_distance",battery,"source_distance, height",b,"satellite_count, wind_speed",,,1,2,0,0,Combined,1,0.9252754000954915
Desired_126,candidate,battery >= 10 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.5238095238095238,1.0,0.4761904761904761,height >= 30 AND a > 10,height >= 30 AND source_distance == 0,0.5,1.0,0.5,0.659,"battery, b","battery, satellite_count, wind_speed","height, a","height, source_distance",battery,height,b,"satellite_count, wind_speed",a,source_distance,1,2,1,1,Combined,1,0.9484888057302353
Desired_127,candidate,battery >= 10 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.5238095238095238,1.0,0.4761904761904761,height >= 30 AND b > 10,height >= 30 AND source_distance == 0,0.5,1.0,0.5,0.659,"battery, b","battery, satellite_count, wind_speed","height, b","height, source_distance",battery,height,b,"satellite_count, wind_speed",b,source_distance,1,2,1,1,Combined,1,1.0734214100642454
Desired_128,candidate,battery >= 10 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.5238095238095238,1.0,0.4761904761904761,source_distance == 0 AND a > 10,height >= 30 AND source_distance == 0,0.5,1.0,0.5,0.659,"battery, b","battery, satellite_count, wind_speed","source_distance, a","height, source_distance",battery,source_distance,b,"satellite_count, wind_speed",a,height,1,2,1,1,Combined,1,0.976803367829318
Desired_129,candidate,battery >= 10 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.5238095238095238,1.0,0.4761904761904761,source_distance == 0 AND b > 10,height >= 30 AND source_distance == 0,0.5,1.0,0.5,0.659,"battery, b","battery, satellite_count, wind_speed","source_distance, b","height, source_distance",battery,source_distance,b,"satellite_count, wind_speed",b,height,1,2,1,1,Combined,1,0.934283362957934
Desired_130,candidate,battery >= 10 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.5238095238095238,1.0,0.4761904761904761,a > 10 AND b > 10,height >= 30 AND source_distance == 0,1.0,0.0,-1.0,0.159,"battery, b","battery, satellite_count, wind_speed","a, b","height, source_distance",battery,,b,"satellite_count, wind_speed","a, b","source_distance, height",1,2,2,2,Combined,1,0.9886315579393025
Desired_131,candidate,battery >= 10 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.5238095238095238,1.0,0.4761904761904761,height >= 30 AND source_distance == 0 AND a > 10,height >= 30 AND source_distance == 0,0.3103448275862068,1.0,0.6896551724137931,0.722,"battery, b","battery, satellite_count, wind_speed","height, source_distance, a","height, source_distance",battery,"source_distance, height",b,"satellite_count, wind_speed",a,,1,2,1,0,Combined,1,1.020793203536139
Desired_132,candidate,battery >= 10 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.5238095238095238,1.0,0.4761904761904761,height >= 30 AND source_distance == 0 AND b > 10,height >= 30 AND source_distance == 0,0.3103448275862068,1.0,0.6896551724137931,0.722,"battery, b","battery, satellite_count, wind_speed","height, source_distance, b","height, source_distance",battery,"source_distance, height",b,"satellite_count, wind_speed",b,,1,2,1,0,Combined,1,0.9484279702207771
Desired_133,candidate,battery >= 10 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.5238095238095238,1.0,0.4761904761904761,height >= 30 AND a > 10 AND b > 10,height >= 30 AND source_distance == 0,0.6551724137931034,1.0,0.3448275862068966,0.607,"battery, b","battery, satellite_count, wind_speed","height, a, b","height, source_distance",battery,height,b,"satellite_count, wind_speed","a, b",source_distance,1,2,2,1,Combined,1,1.0667366242662604
Desired_134,candidate,battery >= 10 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.5238095238095238,1.0,0.4761904761904761,source_distance == 0 AND a > 10 AND b > 10,height >= 30 AND source_distance == 0,0.6551724137931034,1.0,0.3448275862068966,0.607,"battery, b","battery, satellite_count, wind_speed","source_distance, a, b","height, source_distance",battery,source_distance,b,"satellite_count, wind_speed","a, b",height,1,2,2,1,Combined,1,0.9467430141393883
Desired_135,candidate,battery >= 10 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.5238095238095238,1.0,0.4761904761904761,height >= 30 AND source_distance == 0 AND a > 10 AND b > 10,height >= 30 AND source_distance == 0,0.4736842105263158,1.0,0.5263157894736842,0.668,"battery, b","battery, satellite_count, wind_speed","height, source_distance, a, b","height, source_distance",battery,"source_distance, height",b,"satellite_count, wind_speed","a, b",,1,2,2,0,Combined,1,0.9401102165938334
Desired_136,candidate,satellite_count >= 7 AND wind_speed <= 36,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.0476190476190476,1.0,0.9523809523809524,height >= 30,height >= 30 AND source_distance == 0,0.0909090909090909,1.0,0.9090909090909092,0.954,"satellite_count, wind_speed","battery, satellite_count, wind_speed",height,"height, source_distance","satellite_count, wind_speed",height,,battery,,source_distance,0,1,0,1,Missing,0,-0.019683070209951053
Desired_137,candidate,satellite_count >= 7 AND wind_speed <= 36,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.0476190476190476,1.0,0.9523809523809524,source_distance == 0,height >= 30 AND source_distance == 0,0.0909090909090909,1.0,0.9090909090909092,0.954,"satellite_count, wind_speed","battery, satellite_count, wind_speed",source_distance,"height, source_distance","satellite_count, wind_speed",source_distance,,battery,,height,0,1,0,1,Missing,0,-0.0015744507083615272
Desired_138,candidate,satellite_count >= 7 AND wind_speed <= 36,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.0476190476190476,1.0,0.9523809523809524,a > 10,height >= 30 AND source_distance == 0,1.0,0.0,-1.0,0.317,"satellite_count, wind_speed","battery, satellite_count, wind_speed",a,"height, source_distance","satellite_count, wind_speed",,,battery,a,"source_distance, height",0,1,1,2,Combined,1,1.0371834549692522
Desired_139,candidate,satellite_count >= 7 AND wind_speed <= 36,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.0476190476190476,1.0,0.9523809523809524,b > 10,height >= 30 AND source_distance == 0,1.0,0.0,-1.0,0.317,"satellite_count, wind_speed","battery, satellite_count, wind_speed",b,"height, source_distance","satellite_count, wind_speed",,,battery,b,"source_distance, height",0,1,1,2,Combined,1,0.9808173633090679
Desired_140,candidate,satellite_count >= 7 AND wind_speed <= 36,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.0476190476190476,1.0,0.9523809523809524,height >= 30 AND source_distance == 0,height >= 30 AND source_distance == 0,0.0,1.0,1.0,0.984,"satellite_count, wind_speed","battery, satellite_count, wind_speed","height, source_distance","height, source_distance","satellite_count, wind_speed","source_distance, height",,battery,,,0,1,0,0,Missing,0,-0.002747942448735552
Desired_141,candidate,satellite_count >= 7 AND wind_speed <= 36,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.0476190476190476,1.0,0.9523809523809524,height >= 30 AND a > 10,height >= 30 AND source_distance == 0,0.5,1.0,0.5,0.817,"satellite_count, wind_speed","battery, satellite_count, wind_speed","height, a","height, source_distance","satellite_count, wind_speed",height,,battery,a,source_distance,0,1,1,1,Combined,1,0.9374904792534334
Desired_142,candidate,satellite_count >= 7 AND wind_speed <= 36,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.0476190476190476,1.0,0.9523809523809524,height >= 30 AND b > 10,height >= 30 AND source_distance == 0,0.5,1.0,0.5,0.817,"satellite_count, wind_speed","battery, satellite_count, wind_speed","height, b","height, source_distance","satellite_count, wind_speed",height,,battery,b,source_distance,0,1,1,1,Combined,1,0.9046997138445005
Desired_143,candidate,satellite_count >= 7 AND wind_speed <= 36,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.0476190476190476,1.0,0.9523809523809524,source_distance == 0 AND a > 10,height >= 30 AND source_distance == 0,0.5,1.0,0.5,0.817,"satellite_count, wind_speed","battery, satellite_count, wind_speed","source_distance, a","height, source_distance","satellite_count, wind_speed",source_distance,,battery,a,height,0,1,1,1,Combined,1,1.0574077773788737
Desired_144,candidate,satellite_count >= 7 AND wind_speed <= 36,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.0476190476190476,1.0,0.9523809523809524,source_distance == 0 AND b > 10,height >= 30 AND source_distance == 0,0.5,1.0,0.5,0.817,"satellite_count, wind_speed","battery, satellite_count, wind_speed","source_distance, b","height, source_distance","satellite_count, wind_speed",source_distance,,battery,b,height,0,1,1,1,Combined,1,1.0796824270827734
Desired_145,candidate,satellite_count >= 7 AND wind_speed <= 36,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.0476190476190476,1.0,0.9523809523809524,a > 10 AND b > 10,height >= 30 AND source_distance == 0,1.0,0.0,-1.0,0.317,"satellite_count, wind_speed","battery, satellite_count, wind_speed","a, b","height, source_distance","satellite_count, wind_speed",,,battery,"a, b","source_distance, height",0,1,2,2,Combined,1,0.915207817496128
Desired_146,candidate,satellite_count >= 7 AND wind_speed <= 36,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.0476190476190476,1.0,0.9523809523809524,height >= 30 AND source_distance == 0 AND a > 10,height >= 30 AND source_distance == 0,0.3103448275862068,1.0,0.6896551724137931,0.881,"satellite_count, wind_speed","battery, satellite_count, wind_speed","height, source_distance, a","height, source_distance","satellite_count, wind_speed","source_distance, height",,battery,a,,0,1,1,0,Combined,1,0.920843663919605
Desired_147,candidate,satellite_count >= 7 AND wind_speed <= 36,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.0476190476190476,1.0,0.9523809523809524,height >= 30 AND source_distance == 0 AND b > 10,height >= 30 AND source_distance == 0,0.3103448275862068,1.0,0.6896551724137931,0.881,"satellite_count, wind_speed","battery, satellite_count, wind_speed","height, source_distance, b","height, source_distance","satellite_count, wind_speed","source_distance, height",,battery,b,,0,1,1,0,Combined,1,0.9870578194209421
Desired_148,candidate,satellite_count >= 7 AND wind_speed <= 36,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.0476190476190476,1.0,0.9523809523809524,height >= 30 AND a > 10 AND b > 10,height >= 30 AND source_distance == 0,0.6551724137931034,1.0,0.3448275862068966,0.766,"satellite_count, wind_speed","battery, satellite_count, wind_speed","height, a, b","height, source_distance","satellite_count, wind_speed",height,,battery,"a, b",source_distance,0,1,2,1,Combined,1,1.0614502807157167
Desired_149,candidate,satellite_count >= 7 AND wind_speed <= 36,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.0476190476190476,1.0,0.9523809523809524,source_distance == 0 AND a > 10 AND b > 10,height >= 30 AND source_distance == 0,0.6551724137931034,1.0,0.3448275862068966,0.766,"satellite_count, wind_speed","battery, satellite_count, wind_speed","source_distance, a, b","height, source_distance","satellite_count, wind_speed",source_distance,,battery,"a, b",height,0,1,2,1,Combined,1,1.0796530096783967
Desired_150,candidate,satellite_count >= 7 AND wind_speed <= 36,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.0476190476190476,1.0,0.9523809523809524,height >= 30 AND source_distance == 0 AND a > 10 AND b > 10,height >= 30 AND source_distance == 0,0.4736842105263158,1.0,0.5263157894736842,0.826,"satellite_count, wind_speed","battery, satellite_count, wind_speed","height, source_distance, a, b","height, source_distance","satellite_count, wind_speed","source_distance, height",,battery,"a, b",,0,1,2,0,Combined,1,1.0519052496794818
Desired_151,candidate,satellite_count >= 7 AND a > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.5238095238095238,1.0,0.4761904761904761,height >= 30,height >= 30 AND source_distance == 0,0.0909090909090909,1.0,0.9090909090909092,0.795,"satellite_count, a","battery, satellite_count, wind_speed",height,"height, source_distance",satellite_count,height,a,"battery, wind_speed",,source_distance,1,2,0,1,Combined,1,1.0375211929301187
Desired_152,candidate,satellite_count >= 7 AND a > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.5238095238095238,1.0,0.4761904761904761,source_distance == 0,height >= 30 AND source_distance == 0,0.0909090909090909,1.0,0.9090909090909092,0.795,"satellite_count, a","battery, satellite_count, wind_speed",source_distance,"height, source_distance",satellite_count,source_distance,a,"battery, wind_speed",,height,1,2,0,1,Combined,1,0.9179378957980089
Desired_153,candidate,satellite_count >= 7 AND a > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.5238095238095238,1.0,0.4761904761904761,a > 10,height >= 30 AND source_distance == 0,1.0,0.0,-1.0,0.159,"satellite_count, a","battery, satellite_count, wind_speed",a,"height, source_distance",satellite_count,,a,"battery, wind_speed",a,"source_distance, height",1,2,1,2,Combined,1,1.0657790275571652
Desired_154,candidate,satellite_count >= 7 AND a > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.5238095238095238,1.0,0.4761904761904761,b > 10,height >= 30 AND source_distance == 0,1.0,0.0,-1.0,0.159,"satellite_count, a","battery, satellite_count, wind_speed",b,"height, source_distance",satellite_count,,a,"battery, wind_speed",b,"source_distance, height",1,2,1,2,Combined,1,0.9458206201236538
Desired_155,candidate,satellite_count >= 7 AND a > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.5238095238095238,1.0,0.4761904761904761,height >= 30 AND source_distance == 0,height >= 30 AND source_distance == 0,0.0,1.0,1.0,0.825,"satellite_count, a","battery, satellite_count, wind_speed","height, source_distance","height, source_distance",satellite_count,"source_distance, height",a,"battery, wind_speed",,,1,2,0,0,Combined,1,1.046675835112912
Desired_156,candidate,satellite_count >= 7 AND a > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.5238095238095238,1.0,0.4761904761904761,height >= 30 AND a > 10,height >= 30 AND source_distance == 0,0.5,1.0,0.5,0.659,"satellite_count, a","battery, satellite_count, wind_speed","height, a","height, source_distance",satellite_count,height,a,"battery, wind_speed",a,source_distance,1,2,1,1,Combined,1,0.9298130760831297
Desired_157,candidate,satellite_count >= 7 AND a > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.5238095238095238,1.0,0.4761904761904761,height >= 30 AND b > 10,height >= 30 AND source_distance == 0,0.5,1.0,0.5,0.659,"satellite_count, a","battery, satellite_count, wind_speed","height, b","height, source_distance",satellite_count,height,a,"battery, wind_speed",b,source_distance,1,2,1,1,Combined,1,1.0027859751035444
Desired_158,candidate,satellite_count >= 7 AND a > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.5238095238095238,1.0,0.4761904761904761,source_distance == 0 AND a > 10,height >= 30 AND source_distance == 0,0.5,1.0,0.5,0.659,"satellite_count, a","battery, satellite_count, wind_speed","source_distance, a","height, source_distance",satellite_count,source_distance,a,"battery, wind_speed",a,height,1,2,1,1,Combined,1,0.9950932533626854
Desired_159,candidate,satellite_count >= 7 AND a > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.5238095238095238,1.0,0.4761904761904761,source_distance == 0 AND b > 10,height >= 30 AND source_distance == 0,0.5,1.0,0.5,0.659,"satellite_count, a","battery, satellite_count, wind_speed","source_distance, b","height, source_distance",satellite_count,source_distance,a,"battery, wind_speed",b,height,1,2,1,1,Combined,1,0.9835723514140613
Desired_160,candidate,satellite_count >= 7 AND a > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.5238095238095238,1.0,0.4761904761904761,a > 10 AND b > 10,height >= 30 AND source_distance == 0,1.0,0.0,-1.0,0.159,"satellite_count, a","battery, satellite_count, wind_speed","a, b","height, source_distance",satellite_count,,a,"battery, wind_speed","a, b","source_distance, height",1,2,2,2,Combined,1,0.9908741015907162
Desired_161,candidate,satellite_count >= 7 AND a > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.5238095238095238,1.0,0.4761904761904761,height >= 30 AND source_distance == 0 AND a > 10,height >= 30 AND source_distance == 0,0.3103448275862068,1.0,0.6896551724137931,0.722,"satellite_count, a","battery, satellite_count, wind_speed","height, source_distance, a","height, source_distance",satellite_count,"source_distance, height",a,"battery, wind_speed",a,,1,2,1,0,Combined,1,0.9934353075224744
Desired_162,candidate,satellite_count >= 7 AND a > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.5238095238095238,1.0,0.4761904761904761,height >= 30 AND source_distance == 0 AND b > 10,height >= 30 AND source_distance == 0,0.3103448275862068,1.0,0.6896551724137931,0.722,"satellite_count, a","battery, satellite_count, wind_speed","height, source_distance, b","height, source_distance",satellite_count,"source_distance, height",a,"battery, wind_speed",b,,1,2,1,0,Combined,1,1.031240776008246
Desired_163,candidate,satellite_count >= 7 AND a > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.5238095238095238,1.0,0.4761904761904761,height >= 30 AND a > 10 AND b > 10,height >= 30 AND source_distance == 0,0.6551724137931034,1.0,0.3448275862068966,0.607,"satellite_count, a","battery, satellite_count, wind_speed","height, a, b","height, source_distance",satellite_count,height,a,"battery, wind_speed","a, b",source_distance,1,2,2,1,Combined,1,0.9701386419403082
Desired_164,candidate,satellite_count >= 7 AND a > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.5238095238095238,1.0,0.4761904761904761,source_distance == 0 AND a > 10 AND b > 10,height >= 30 AND source_distance == 0,0.6551724137931034,1.0,0.3448275862068966,0.607,"satellite_count, a","battery, satellite_count, wind_speed","source_distance, a, b","height, source_distance",satellite_count,source_distance,a,"battery, wind_speed","a, b",height,1,2,2,1,Combined,1,0.9507650605290392
Desired_165,candidate,satellite_count >= 7 AND a > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.5238095238095238,1.0,0.4761904761904761,height >= 30 AND source_distance == 0 AND a > 10 AND b > 10,height >= 30 AND source_distance == 0,0.4736842105263158,1.0,0.5263157894736842,0.668,"satellite_count, a","battery, satellite_count, wind_speed","height, source_distance, a, b","height, source_distance",satellite_count,"source_distance, height",a,"battery, wind_speed","a, b",,1,2,2,0,Combined,1,1.0506576925545887
Desired_166,candidate,satellite_count >= 7 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.5238095238095238,1.0,0.4761904761904761,height >= 30,height >= 30 AND source_distance == 0,0.0909090909090909,1.0,0.9090909090909092,0.795,"satellite_count, b","battery, satellite_count, wind_speed",height,"height, source_distance",satellite_count,height,b,"battery, wind_speed",,source_distance,1,2,0,1,Combined,1,1.0574510875094507
Desired_167,candidate,satellite_count >= 7 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.5238095238095238,1.0,0.4761904761904761,source_distance == 0,height >= 30 AND source_distance == 0,0.0909090909090909,1.0,0.9090909090909092,0.795,"satellite_count, b","battery, satellite_count, wind_speed",source_distance,"height, source_distance",satellite_count,source_distance,b,"battery, wind_speed",,height,1,2,0,1,Combined,1,0.9350363799266564
Desired_168,candidate,satellite_count >= 7 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.5238095238095238,1.0,0.4761904761904761,a > 10,height >= 30 AND source_distance == 0,1.0,0.0,-1.0,0.159,"satellite_count, b","battery, satellite_count, wind_speed",a,"height, source_distance",satellite_count,,b,"battery, wind_speed",a,"source_distance, height",1,2,1,2,Combined,1,0.9113452850604955
Desired_169,candidate,satellite_count >= 7 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.5238095238095238,1.0,0.4761904761904761,b > 10,height >= 30 AND source_distance == 0,1.0,0.0,-1.0,0.159,"satellite_count, b","battery, satellite_count, wind_speed",b,"height, source_distance",satellite_count,,b,"battery, wind_speed",b,"source_distance, height",1,2,1,2,Combined,1,0.932887678862905
Desired_170,candidate,satellite_count >= 7 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.5238095238095238,1.0,0.4761904761904761,height >= 30 AND source_distance == 0,height >= 30 AND source_distance == 0,0.0,1.0,1.0,0.825,"satellite_count, b","battery, satellite_count, wind_speed","height, source_distance","height, source_distance",satellite_count,"source_distance, height",b,"battery, wind_speed",,,1,2,0,0,Combined,1,0.9358103630817521
Desired_171,candidate,satellite_count >= 7 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.5238095238095238,1.0,0.4761904761904761,height >= 30 AND a > 10,height >= 30 AND source_distance == 0,0.5,1.0,0.5,0.659,"satellite_count, b","battery, satellite_count, wind_speed","height, a","height, source_distance",satellite_count,height,b,"battery, wind_speed",a,source_distance,1,2,1,1,Combined,1,1.077431328863196
Desired_172,candidate,satellite_count >= 7 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.5238095238095238,1.0,0.4761904761904761,height >= 30 AND b > 10,height >= 30 AND source_distance == 0,0.5,1.0,0.5,0.659,"satellite_count, b","battery, satellite_count, wind_speed","height, b","height, source_distance",satellite_count,height,b,"battery, wind_speed",b,source_distance,1,2,1,1,Combined,1,1.076444659580337
Desired_173,candidate,satellite_count >= 7 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.5238095238095238,1.0,0.4761904761904761,source_distance == 0 AND a > 10,height >= 30 AND source_distance == 0,0.5,1.0,0.5,0.659,"satellite_count, b","battery, satellite_count, wind_speed","source_distance, a","height, source_distance",satellite_count,source_distance,b,"battery, wind_speed",a,height,1,2,1,1,Combined,1,0.9971041554431289
Desired_174,candidate,satellite_count >= 7 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.5238095238095238,1.0,0.4761904761904761,source_distance == 0 AND b > 10,height >= 30 AND source_distance == 0,0.5,1.0,0.5,0.659,"satellite_count, b","battery, satellite_count, wind_speed","source_distance, b","height, source_distance",satellite_count,source_distance,b,"battery, wind_speed",b,height,1,2,1,1,Combined,1,1.0665041531707293
Desired_175,candidate,satellite_count >= 7 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.5238095238095238,1.0,0.4761904761904761,a > 10 AND b > 10,height >= 30 AND source_distance == 0,1.0,0.0,-1.0,0.159,"satellite_count, b","battery, satellite_count, wind_speed","a, b","height, source_distance",satellite_count,,b,"battery, wind_speed","a, b","source_distance, height",1,2,2,2,Combined,1,1.0248251801636272
Desired_176,candidate,satellite_count >= 7 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.5238095238095238,1.0,0.4761904761904761,height >= 30 AND source_distance == 0 AND a > 10,height >= 30 AND source_distance == 0,0.3103448275862068,1.0,0.6896551724137931,0.722,"satellite_count, b","battery, satellite_count, wind_speed","height, source_distance, a","height, source_distance",satellite_count,"source_distance, height",b,"battery, wind_speed",a,,1,2,1,0,Combined,1,1.0860163768401012
Desired_177,candidate,satellite_count >= 7 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.5238095238095238,1.0,0.4761904761904761,height >= 30 AND source_distance == 0 AND b > 10,height >= 30 AND source_distance == 0,0.3103448275862068,1.0,0.6896551724137931,0.722,"satellite_count, b","battery, satellite_count, wind_speed","height, source_distance, b","height, source_distance",satellite_count,"source_distance, height",b,"battery, wind_speed",b,,1,2,1,0,Combined,1,1.0863208979633152
